"CD_MUN";"NM_MUN";"SIGLA_UF";"ID";"Mun.Celulas";"Media_PM25";"Desvio_Padrao_PM25";"Min_PM25";"Max_PM25";"Ano";"Mes"
"2600054";"Abreu e Lima";"PE";1466;101;12,1867329531377;3,70680900842218;8,48910236358643;18,3534889221191;2022;2
"2600104";"Afogados da Ingazeira";"PE";1467;311;10,2009738173899;0,423840126498538;9,02506923675537;11,0628719329834;2022;2
"2600203";"Afrânio";"PE";1468;1229;10,5011182494819;0,317579151479514;9,42220211029053;10,9913272857666;2022;2
"2600302";"Agrestina";"PE";1469;170;8,51150114396039;0,337899846485273;7,90109062194824;9,45837879180908;2022;2
"2600401";"Água Preta";"PE";1470;433;8,96212165625487;1,20597671264086;7,27245473861694;11,8530912399292;2022;2
"2600500";"Águas Belas";"PE";1471;725;7,82098630510527;0,163164106654421;7,44529724121094;8,24509620666504;2022;2
"2600609";"Alagoinha";"PE";1472;179;8,30675301471902;0,128294475682007;8,0418119430542;8,50706958770752;2022;2
"2600708";"Aliança";"PE";1473;225;9,51988168504503;0,134830451530603;9,22051525115967;10,0364580154419;2022;2
"2600807";"Altinho";"PE";1474;366;8,58114921851236;0,187755786011572;8,04579162597656;9,13136959075928;2022;2
"2600906";"Amaraji";"PE";1475;193;9,20555383059645;0,599337914138602;8,31888675689697;10,6846466064453;2022;2
"2601003";"Angelim";"PE";1476;95;7,69481042058844;0,34920026474153;7,19484901428223;8,61106204986572;2022;2
"2601052";"Araçoiaba";"PE";1477;80;8,89036206007004;0,442794706296463;8,1655330657959;9,87020301818848;2022;2
"2601102";"Araripina";"PE";1478;1666;11,7314499921444;0,446722775610214;10,0554752349854;12,5904159545898;2022;2
"2601201";"Arcoverde";"PE";1479;282;8,25559066204315;0,178310659620326;7,73398447036743;8,79409313201904;2022;2
"2601300";"Barra de Guabiraba";"PE";1480;100;8,53207005500794;0,149627099993515;8,24382400512695;8,90972805023193;2022;2
"2601409";"Barreiros";"PE";1481;190;7,10357992523595;0,352001411261405;5,97188377380371;8,37607002258301;2022;2
"2601508";"Belém de Maria";"PE";1482;59;8,5774508654061;0,121823621353963;8,37687110900879;8,97581577301025;2022;2
