"CD_MUN";"Ano";"PM25_Anual"
"2611705";2022;8,05577082227367
"2611705";2023;8,54183412814941
"2611804";2022;8,52523389037719
"2611804";2023;7,74240012542676
"2611903";2022;7,69429208791775
"2611903";2023;6,39618797345204
"2612000";2022;7,70466795283505
"2612000";2023;8,42503234412935
"2612109";2022;8,10845294077072
"2612109";2023;9,15438330000726
"2612208";2022;8,77375395177521
"2612208";2023;8,5437594573802
"2612307";2022;6,88018230732205
"2612307";2023;7,34368891623414
"2612406";2022;7,55483899820935
"2612406";2023;9,25583996826952
"2612455";2022;8,39222138766072
"2612455";2023;8,14559661326456
"2612471";2022;8,30426435126472
"2612471";2023;9,61755933835333
"2612505";2022;8,13653587243137
"2612505";2023;8,92732682453897
"2612554";2022;8,03269151217126
"2612554";2023;7,8679010714611
"2612604";2022;8,38230884525984
"2612604";2023;8,08355371494758
"2612703";2022;8,20042294555241
"2612703";2023;9,03252213618212
"2612802";2022;7,88069836492461
"2612802";2023;8,9851198478875
"2612901";2022;7,29711508568916
"2612901";2023;7,57841023411413
"2613008";2022;7,62651233301238
"2613008";2023;9,52867550167952
"2613107";2022;7,54270845939028
"2613107";2023;8,4092747915216
"2613206";2022;7,23705423009471
"2613206";2023;8,63019488480106
"2613305";2022;7,462520296159
"2613305";2023;8,47444274330485
"2613404";2022;6,94731932638705
"2613404";2023;5,52349386167252
"2613503";2022;8,64595909903496
"2613503";2023;8,55277604153212
"2613602";2022;8,02298672943995
"2613602";2023;9,06990442783221
"2613701";2022;9,44225428600656
"2613701";2023;10,4120186497183
"2613800";2022;8,40619539480278
"2613800";2023;9,37984822668891
"2613909";2022;8,72272769718798
"2613909";2023;9,02212821432513
"2614006";2022;8,96764033637348
"2614006";2023;8,46937727890347
"2614105";2022;7,90984698048523
"2614105";2023;9,07006331086659
"2614204";2022;8,10602629838368
"2614204";2023;6,99428401494259
"2614303";2022;8,85806844921576
"2614303";2023;8,21305538753965
"2614402";2022;8,05224386992909
"2614402";2023;9,74083886756783
"2614501";2022;8,26520140464252
"2614501";2023;9,39554180084309
"2614600";2022;8,14261161464026
"2614600";2023;9,70094688807925
"2614709";2022;7,70917978850744
"2614709";2023;8,63935568170308
"2614808";2022;7,96328143689957
"2614808";2023;8,76363294387718
"2614857";2022;7,14836988519087
"2614857";2023;5,81248794453485
"2615003";2022;7,98423387959927
"2615003";2023;8,74753990421441
"2615102";2022;6,7331183018077
"2615102";2023;7,4679505553672
"2615201";2022;8,92305402365871
"2615201";2023;8,65033535599107
"2615300";2022;8,62192665133099
"2615300";2023;9,41465662074627
"2615409";2022;8,35519591768582
"2615409";2023;10,0100747227669
"2615508";2022;8,91896927662384
"2615508";2023;9,31169237778058
"2615607";2022;8,37724421380122
"2615607";2023;8,3751212577192
"2615706";2022;8,10901893998186
"2615706";2023;9,50861337880293
"2615805";2022;7,42991443781152
"2615805";2023;8,20757480228954
"2615904";2022;8,04698310792446
"2615904";2023;9,184963405629
"2616001";2022;7,53977051341041
"2616001";2023;8,03872571301866
"2616100";2022;8,56339972946378
"2616100";2023;8,37496409914931
"2616183";2022;8,21587428467422
"2616183";2023;9,21283266571282
"2616209";2022;7,89037617169519
"2616209";2023;8,83237503277011
"2616308";2022;8,89316696816303
"2616308";2023;9,67333523051959
"2616407";2022;8,66610135049531
"2616407";2023;9,50980981942379
"2616506";2022;8,07723071925529
"2616506";2023;7,00303786544389
